'may 20 2034', '2034-05-20'
'saturday 1608 9 02', '1608-02-09'
'september 14 1896', '1896-09-14'
'sunday august 14 1960', '1960-08-14'
'july 7 1664', '1664-07-07'
'sunday november 20 1611', '1611-11-20'
'october 22 1545', '1545-10-22'
'mon 1635 2 april', '1635-04-02'
'february 10 1628', '1628-02-10'
'oct 10 2029', '2029-10-10'
'20 october 1845', '1845-10-20'
'mon 17 nov 1800', '1800-11-17'
'friday february 15 2047', '2047-02-15'
'2/22/11', '1911-02-22'
'12 february 2070', '2070-02-12'
'28 july 1602', '1602-07-28'
'wednesday december 8 2021', '2021-12-08'
'4 february 1878', '1878-02-04'
'feb 7 1699', '1699-02-07'
'tuesday august 23 1667', '1667-08-23'
'oct 23 1893', '1893-10-23'
'1571 6 mar', '1571-03-06'
'wednesday 2055 2 06', '2055-06-02'
'august 10 1782', '1782-08-10'
'tuesday 1599 1 06', '1599-06-01'
'04/03/1526', '1526-03-04'
'february 3 1726', '1726-02-03'
'may 4 1702', '1702-05-04'
'july 27 1842', '1842-07-27'
'oct 21 1626', '1626-10-21'
'jul 15 1880', '1880-07-15'
'december 29 1815', '1815-12-29'
'mon 28 apr 1845', '1845-04-28'
'1 june 2019', '2019-06-01'
'16 september 1818', '1818-09-16'
'15 october 2025', '2025-10-15'
'20 december 1816', '1816-12-20'
'may 21 1641', '1641-05-21'
'november 17 1646', '1646-11-17'
'24 april 1699', '1699-04-24'
'apr 24 2030', '2030-04-24'
'november 25 1941', '1941-11-25'
'october 4 1788', '1788-10-04'
'monday june 15 1722', '1722-06-15'
'friday december 2 2067', '2067-12-02'
'may 24 1935', '1935-05-24'
'monday august 13 1951', '1951-08-13'
'jul 3 1605', '1605-07-03'
'monday 24 january 1633', '1633-01-24'
'07/02/1997', '1997-02-07'
'monday april 9 1618', '1618-04-09'
'fri 1 may 1682', '1682-05-01'
'jun 13 1989', '1989-06-13'
'jan 18 1693', '1693-01-18'
'may 8 1882', '1882-05-08'
'feb 5 1708', '1708-02-05'
'18 august 2041', '2041-08-18'
'1 august 1804', '1804-08-01'
'friday january 12 1618', '1618-01-12'
'19 may 1961', '1961-05-19'
'17/09/1748', '1748-09-17'
'1999 30 mar', '1999-03-30'
'saturday december 1 2029', '2029-12-01'
'aug 6 1898', '1898-08-06'
'may 3 1668', '1668-05-03'
'1 september 1851', '1851-09-01'
'july 29 1827', '1827-07-29'
'november 2 1648', '1648-11-02'
'november 7 1657', '1657-11-07'
'7/2/31', '1731-07-02'
'1918 31 oct', '1918-10-31'
'1854 3 apr', '1854-04-03'
'january 25 1964', '1964-01-25'
'8 january 2013', '2013-01-08'
'fri 17 nov 2045', '2045-11-17'
'jun 16 1843', '1843-06-16'
'18 april 1823', '1823-04-18'
'saturday november 21 1587', '1587-11-21'
'24/08/1754', '1754-08-24'
'thursday 1744 25 06', '1744-06-25'
'friday 14 november 2059', '2059-11-14'
'thursday november 27 1732', '1732-11-27'
'25 october 1821', '1821-10-25'
'january 27 1760', '1760-01-27'
'thursday june 9 2022', '2022-06-09'
'wednesday august 1 1821', '1821-08-01'
'23 september 1774', '1774-09-23'
'february 2 1726', '1726-02-02'
'october 2 1766', '1766-10-02'
'may 29 1718', '1718-05-29'
'1973 2 november', '1973-11-02'
'wed 1999 17 march', '1999-03-17'
'january 17 1595', '1595-01-17'
'february 2 1588', '1588-02-02'
'sep 30 1870', '1870-09-30'
'wed 6 may 1620', '1620-05-06'
'october 29 1653', '1653-10-29'
'23 mar 1714', '1714-03-23'
'nov 18 1683', '1683-11-18'
'july 2 1673', '1673-07-02'
'july 27 1622', '1622-07-27'
'1660 19 nov', '1660-11-19'
'23 march 1732', '1732-03-23'
'sunday may 28 1950', '1950-05-28'
'january 8 1781', '1781-01-08'
'fri 28 jan 1910', '1910-01-28'
'sep 21 1602', '1602-09-21'
'sunday 2060 21 11', '2060-11-21'
'september 15 2034', '2034-09-15'
'21 may 1645', '1645-05-21'
'august 3 1744', '1744-08-03'
'february 18 1718', '1718-02-18'
'14 july 2049', '2049-07-14'
'6 september 2001', '2001-09-06'
'11 january 2008', '2008-01-11'
'1892 24 november', '1892-11-24'
'mar 7 1950', '1950-03-07'
'thursday august 14 1930', '1930-08-14'
'31 march 1779', '1779-03-31'
'jun 3 1913', '1913-06-03'
'aug 17 1975', '1975-08-17'
'march 13 1726', '1726-03-13'
'1724 5 jun', '1724-06-05'
'jun 17 1563', '1563-06-17'
'1 january 1691', '1691-01-01'
'24 mar 1996', '1996-03-24'
'june 20 1725', '1725-06-20'
'sunday january 19 1975', '1975-01-19'
'november 30 1790', '1790-11-30'
'december 20 1699', '1699-12-20'
'30/10/2010', '2010-10-30'
'9 aug 1911', '1911-08-09'
'sunday november 8 1835', '1835-11-08'
'friday 23 october 1931', '1931-10-23'
'wednesday 11 july 1657', '1657-07-11'
'wednesday 27 august 1653', '1653-08-27'
'may 6 1544', '1544-05-06'
'4 february 1745', '1745-02-04'
'december 14 2024', '2024-12-14'
'july 27 1541', '1541-07-27'
'mar 1 1901', '1901-03-01'
'1600 23 oct', '1600-10-23'
'december 18 1827', '1827-12-18'
'5/19/53', '2053-05-19'
'may 25 1732', '1732-05-25'
'september 19 1853', '1853-09-19'
'sunday 3 july 1555', '1555-07-03'
'june 11 2002', '2002-06-11'
'thu 29 may 1721', '1721-05-29'
'sunday september 15 1540', '1540-09-15'
'21/11/2059', '2059-11-21'
'nov 29 1745', '1745-11-29'
'2035 5 feb', '2035-02-05'
'aug 26 1624', '1624-08-26'
'wed 23 feb 1757', '1757-02-23'
'2 february 1705', '1705-02-02'
'january 17 1644', '1644-01-17'
'march 25 2062', '2062-03-25'
'tuesday march 10 1559', '1559-03-10'
'fri 11 oct 1929', '1929-10-11'
'12 may 1965', '1965-05-12'
'4 november 1631', '1631-11-04'
'sun 20 mar 1859', '1859-03-20'
'sunday 12 june 2044', '2044-06-12'
'9 jul 1878', '1878-07-09'
'tuesday september 28 1886', '1886-09-28'
'thursday 1637 9 04', '1637-04-09'
'21/02/1679', '1679-02-21'
'march 15 1866', '1866-03-15'
'friday march 21 2031', '2031-03-21'
'14/05/2006', '2006-05-14'
'tue 14 apr 1925', '1925-04-14'
'13 july 1592', '1592-07-13'
'9 april 1677', '1677-04-09'
'aug 2 1891', '1891-08-02'
'sep 10 1741', '1741-09-10'
'thursday august 16 1962', '1962-08-16'
'tue 1855 27 november', '1855-11-27'
'1828 10 may', '1828-05-10'
'january 9 1532', '1532-01-09'
'05/12/1764', '1764-12-05'
'1905 3 nov', '1905-11-03'
'24 june 1942', '1942-06-24'
'1951 19 june', '1951-06-19'
'september 21 2004', '2004-09-21'
'13 march 1812', '1812-03-13'
'monday april 15 1833', '1833-04-15'
'aug 19 1589', '1589-08-19'
'dec 28 1687', '1687-12-28'
'jun 24 1591', '1591-06-24'
'january 20 1740', '1740-01-20'
'monday june 25 1860', '1860-06-25'
'thursday november 11 2027', '2027-11-11'
'sep 11 1813', '1813-09-11'
'1820 16 august', '1820-08-16'
'28 october 1801', '1801-10-28'
'1720 23 june', '1720-06-23'
'14 june 1798', '1798-06-14'
'jan 28 2044', '2044-01-28'
'december 26 1888', '1888-12-26'
'may 13 2024', '2024-05-13'
'sunday february 7 2010', '2010-02-07'
'1938 9 january', '1938-01-09'
'fri 11 aug 1989', '1989-08-11'
'february 7 1846', '1846-02-07'
'4 january 1839', '1839-01-04'
'september 27 1957', '1957-09-27'
'sat 8 feb 1823', '1823-02-08'
'march 23 1771', '1771-03-23'
'monday december 10 1764', '1764-12-10'
'11 april 1906', '1906-04-11'
'fri 1881 27 may', '1881-05-27'
'dec 3 1645', '1645-12-03'
'january 8 1565', '1565-01-08'
'sat 1981 15 august', '1981-08-15'
'1/11/41', '2041-01-11'
'thursday 8 november 1640', '1640-11-08'
'jul 25 1793', '1793-07-25'
'august 18 1857', '1857-08-18'
'april 1 1825', '1825-04-01'
'july 5 1940', '1940-07-05'
'21 dec 1614', '1614-12-21'
'15/04/1902', '1902-04-15'
'jan 16 1788', '1788-01-16'
'1731 21 march', '1731-03-21'
'2 oct 1599', '1599-10-02'
'2/21/05', '1805-02-21'
'12 september 1573', '1573-09-12'
'fri 28 jun 1540', '1540-06-28'
'apr 27 1632', '1632-04-27'
'11 december 1911', '1911-12-11'
'saturday 7 april 1787', '1787-04-07'
'1770 26 june', '1770-06-26'
'sun 9 aug 1964', '1964-08-09'
'24 august 2041', '2041-08-24'
'august 1 1581', '1581-08-01'
'30 november 1938', '1938-11-30'
'february 1 2053', '2053-02-01'
'3/3/62', '1862-03-03'
'oct 3 1713', '1713-10-03'
'2030 18 jul', '2030-07-18'
'march 14 1999', '1999-03-14'
'monday december 20 1875', '1875-12-20'
'sat 17 jul 1660', '1660-07-17'
'sat 19 aug 2017', '2017-08-19'
'january 13 1983', '1983-01-13'
'wednesday march 12 2064', '2064-03-12'
'saturday 1527 15 10', '1527-10-15'
'20 jun 1711', '1711-06-20'
'18 december 2013', '2013-12-18'
'3/19/58', '2058-03-19'
'31 jan 2020', '2020-01-31'
'feb 24 1619', '1619-02-24'
'14 oct 1788', '1788-10-14'
'sun 1551 5 august', '1551-08-05'
'saturday february 27 1897', '1897-02-27'
'friday november 30 1601', '1601-11-30'
'friday november 10 1752', '1752-11-10'
'8 august 1934', '1934-08-08'
'12 august 1993', '1993-08-12'
'18 february 1890', '1890-02-18'
'march 17 1728', '1728-03-17'
'15 november 1578', '1578-11-15'
'10 april 1698', '1698-04-10'
'march 23 1681', '1681-03-23'
'aug 21 1594', '1594-08-21'
'1554 18 may', '1554-05-18'
'saturday september 23 1820', '1820-09-23'
'1961 15 mar', '1961-03-15'
'1691 20 december', '1691-12-20'
'1830 15 jul', '1830-07-15'
'1573 28 september', '1573-09-28'
'january 26 1759', '1759-01-26'
'wed 1835 7 october', '1835-10-07'
'september 6 2021', '2021-09-06'
'28/04/1837', '1837-04-28'
'7/17/37', '1737-07-17'
'tuesday december 26 1865', '1865-12-26'
'mon 30 nov 1903', '1903-11-30'
'october 4 1573', '1573-10-04'
'february 17 1702', '1702-02-17'
'1829 28 jun', '1829-06-28'
'tuesday august 9 1633', '1633-08-09'
'1529 31 dec', '1528-12-31'
'january 19 1555', '1555-01-19'
'30 august 2028', '2028-08-30'
'13 july 1776', '1776-07-13'
'19 april 1858', '1858-04-19'
'17 february 2039', '2039-02-17'
'jul 5 2036', '2036-07-05'
'saturday 1917 17 03', '1917-03-17'
'5 november 1613', '1613-11-05'
'17 jan 1770', '1770-01-17'
'26 september 1918', '1918-09-26'
'sat 26 sep 1936', '1936-09-26'
'jan 10 1828', '1828-01-10'
'jun 17 2043', '2043-06-17'
'1993 3 mar', '1993-03-03'
'june 14 1820', '1820-06-14'
'sunday 19 january 1558', '1558-01-19'
'23/04/1966', '1966-04-23'
'nov 9 1982', '1982-11-09'
'thursday 3 october 2002', '2002-10-03'
'15 february 1674', '1674-02-15'
'17 august 1732', '1732-08-17'
'march 4 2036', '2036-03-04'
'23 may 1691', '1691-05-23'
'tuesday january 2 1646', '1646-01-02'
'tue 1619 24 september', '1619-09-24'
'1702 20 april', '1702-04-20'
'2 december 1926', '1926-12-02'
'22/09/1980', '1980-09-22'
'saturday december 17 1549', '1549-12-17'
'wed 13 jun 2001', '2001-06-13'
'nov 3 2045', '2045-11-03'
'2056 5 june', '2056-06-05'
'oct 7 1677', '1677-10-07'
'31 jul 2021', '2021-07-31'
'wednesday 4 july 1827', '1827-07-04'
'1949 12 november', '1949-11-12'
'jul 26 1759', '1759-07-26'
'august 27 1966', '1966-08-27'
'june 17 2038', '2038-06-17'
'1565 12 sep', '1565-09-12'
'3 april 1867', '1867-04-03'
'6/11/57', '1757-06-11'
'13 may 1964', '1964-05-13'
'mon 4 jun 1696', '1696-06-04'
'mon 1693 23 february', '1693-02-23'
'19 january 2022', '2022-01-19'
'january 3 1827', '1827-01-03'
'dec 18 1606', '1606-12-18'
'feb 22 1960', '1960-02-22'
'18/09/1673', '1673-09-18'
'oct 11 2020', '2020-10-11'
'7/24/96', '1996-07-24'
'21 december 1843', '1843-12-21'
'friday 22 december 1600', '1600-12-22'
'8/30/20', '1820-08-30'
'monday 28 october 1974', '1974-10-28'
'jul 25 1980', '1980-07-25'
'16 december 1801', '1801-12-16'
'mon 29 aug 1740', '1740-08-29'
'11/13/30', '1630-11-13'
'14 september 2021', '2021-09-14'
'19 april 1613', '1613-04-19'
'january 21 1634', '1634-01-21'
'wednesday february 10 1700', '1700-02-10'
'wednesday 1714 21 02', '1714-02-21'
'5 october 1802', '1802-10-05'
'november 27 1663', '1663-11-27'
'1960 20 feb', '1960-02-20'
'6 april 2042', '2042-04-06'
'1868 10 october', '1868-10-10'
'1 july 2015', '2015-07-01'
'jun 11 1761', '1761-06-11'
'21 may 2027', '2027-05-21'
'november 3 2044', '2044-11-03'
'17 february 1806', '1806-02-17'
'saturday 4 june 1633', '1633-06-04'
'jun 9 1952', '1952-06-09'
'february 5 1656', '1656-02-05'
'9/23/88', '1788-09-23'
'fri 9 may 1777', '1777-05-09'
'january 30 1931', '1931-01-30'
'feb 3 1560', '1560-02-03'
'17 jun 2017', '2017-06-17'
'apr 4 1596', '1596-04-04'
'nov 16 1639', '1639-11-16'
'23 december 2042', '2042-12-23'
'12 apr 1950', '1950-04-12'
'10/17/16', '1716-10-17'
'11/01/1978', '1978-01-11'
'14/11/1834', '1834-11-14'
'mar 25 1887', '1887-03-25'
'11/24/69', '1869-11-24'
'sunday august 6 1522', '1522-08-06'
'jan 30 1839', '1839-01-30'
'november 25 1647', '1647-11-25'
'25/11/1523', '1523-11-25'
'14 november 1643', '1643-11-14'
'nov 1 1573', '1573-11-01'
'01/02/1977', '1977-02-01'
'tuesday november 5 1743', '1743-11-05'
'august 10 1583', '1583-08-10'
'sunday march 18 2046', '2046-03-18'
'13 dec 2056', '2056-12-13'
'march 2 1770', '1770-03-02'
'jul 31 1728', '1728-07-31'
'july 25 2031', '2031-07-25'
'november 20 2042', '2042-11-20'
'dec 7 2047', '2047-12-07'
'september 11 2055', '2055-09-11'
'11 june 2061', '2061-06-11'
'2063 17 jun', '2063-06-17'
'thursday 1810 14 06', '1810-06-14'
'january 18 1663', '1663-01-18'
'5 april 1598', '1598-04-05'
'sep 12 1692', '1692-09-12'
'april 21 1704', '1704-04-21'
'tuesday 30 july 1574', '1574-07-30'
'april 19 1874', '1874-04-19'
'3 december 1926', '1926-12-03'
'june 22 1681', '1681-06-22'
'february 22 1705', '1705-02-22'
'february 27 1934', '1934-02-27'
'october 24 1546', '1546-10-24'
'november 14 1846', '1846-11-14'
'23 august 1705', '1705-08-23'
'12 december 1694', '1694-12-12'
'9 november 1763', '1763-11-09'
'1754 22 dec', '1754-12-22'
'april 30 1727', '1727-04-30'
'1975 8 sep', '1975-09-08'
'june 25 1922', '1922-06-25'
'september 3 2035', '2035-09-03'
'april 8 1856', '1856-04-08'
'april 30 1640', '1640-04-30'
'january 30 1600', '1600-01-30'
'sun 25 jun 2051', '2051-06-25'
'wednesday september 3 1732', '1732-09-03'
'25 july 1683', '1683-07-25'
'sep 13 1708', '1708-09-13'
'sun 2024 27 october', '2024-10-27'
'wednesday october 22 1575', '1575-10-22'
'tuesday 2 april 1985', '1985-04-02'
'6 july 1833', '1833-07-06'
'10/7/64', '1664-10-07'
'tue 6 jan 1970', '1970-01-06'
'30 may 1953', '1953-05-30'
'sat 8 jan 1622', '1622-01-08'
'apr 18 1540', '1540-04-18'
'3 july 1951', '1951-07-03'
'23 july 1959', '1959-07-23'
'november 29 1556', '1556-11-29'
'oct 18 1678', '1678-10-18'
'1549 16 sep', '1549-09-16'
'9 march 1795', '1795-03-09'
'thu 16 apr 1885', '1885-04-16'
'tuesday 7 february 1837', '1837-02-07'
'jul 7 2000', '2000-07-07'
'6 jan 2029', '2029-01-06'
'1978 7 january', '1978-01-07'
'19/09/1966', '1966-09-19'
'30 june 1580', '1580-06-30'
'aug 14 1641', '1641-08-14'
'friday 18 april 1625', '1625-04-18'
'21/07/1611', '1611-07-21'
'1767 27 september', '1767-09-27'
'november 23 2053', '2053-11-23'
'march 20 1910', '1910-03-20'
'feb 9 1601', '1601-02-09'
'october 9 1593', '1593-10-09'
'january 26 1765', '1765-01-26'
'13/05/2026', '2026-05-13'
'sunday june 8 1692', '1692-06-08'
'saturday february 3 1742', '1742-02-03'
'october 9 1861', '1861-10-09'
'8 aug 1997', '1997-08-08'
'wednesday march 26 1552', '1552-03-26'
'dec 3 1862', '1862-12-03'
'08/04/1900', '1900-04-08'
'1754 22 jul', '1754-07-22'
'wednesday october 29 1552', '1552-10-29'
'5 october 1852', '1852-10-05'
'feb 17 1732', '1732-02-17'
'8 january 1861', '1861-01-08'
'friday october 31 1788', '1788-10-31'
'1999 16 jan', '1999-01-16'
'07/10/1998', '1998-10-07'
'wed 1838 31 october', '1838-10-31'
'22 jan 1678', '1678-01-22'
'28 feb 1922', '1922-02-28'
'may 16 1686', '1686-05-16'
'12 oct 1955', '1955-10-12'
'2011 26 jul', '2011-07-26'
'friday 3 august 1685', '1685-08-03'
'12 november 1926', '1926-11-12'
'5 june 1802', '1802-06-05'
'tuesday january 25 1735', '1735-01-25'
'28/07/2044', '2044-07-28'
'october 27 1949', '1949-10-27'
'monday 1755 31 03', '1755-03-31'
'sep 3 1557', '1557-09-03'
'monday march 25 1974', '1974-03-25'
'thursday march 20 1975', '1975-03-20'
'sat 1595 29 april', '1595-04-29'
'saturday july 15 1758', '1758-07-15'
'monday 1816 9 12', '1816-12-09'
'1835 1 september', '1835-09-01'
'07/11/1963', '1963-11-07'
'september 2 1962', '1962-09-02'
'saturday 28 january 1741', '1741-01-28'
'12 june 1752', '1752-06-12'
'oct 14 1961', '1961-10-14'
'apr 12 1692', '1692-04-12'
'20 june 1611', '1611-06-20'
'1 february 1765', '1765-02-01'
'sun 6 jul 1930', '1930-07-06'
'28 december 1599', '1599-12-28'
'jun 13 1546', '1546-06-13'
'sun 6 jan 1529', '1529-01-06'
'thu 1713 2 november', '1713-11-02'
'wednesday february 5 1687', '1687-02-05'
'october 14 1545', '1545-10-14'
'saturday september 25 1571', '1571-09-25'
'september 4 1901', '1901-09-04'
'friday november 4 2050', '2050-11-04'
'january 4 2029', '2029-01-04'
'1 november 1749', '1749-11-01'
'feb 6 1645', '1645-02-06'
'february 17 1794', '1794-02-17'
'sat 9 dec 2056', '2056-12-09'
'sunday december 22 1799', '1799-12-22'
'friday september 22 1815', '1815-09-22'
'november 11 1810', '1810-11-11'
'july 31 1718', '1718-07-31'
'october 8 1986', '1986-10-08'
'september 16 1996', '1996-09-16'
'26 january 2063', '2063-01-26'
'25/08/1954', '1954-08-25'
'may 28 2047', '2047-05-28'
'october 21 1818', '1818-10-21'
'november 20 1859', '1859-11-20'
'sep 2 1761', '1761-09-02'
'friday february 15 1918', '1918-02-15'
'11/14/52', '1852-11-14'
'sunday 1812 23 02', '1812-02-23'
'february 14 1910', '1910-02-14'
'wednesday 9 march 1577', '1577-03-09'
'saturday october 2 1677', '1677-10-02'
'october 3 1766', '1766-10-03'
'monday may 30 1622', '1622-05-30'
'friday april 12 1630', '1630-04-12'
'1828 15 october', '1828-10-15'
'tuesday november 26 1844', '1844-11-26'
'2049 30 jun', '2049-06-30'
'29 august 1549', '1549-08-29'
'saturday september 27 1547', '1547-09-27'
'sun 26 nov 1533', '1533-11-26'
'wednesday 1787 22 08', '1787-08-22'
'tuesday 16 february 1723', '1723-02-16'
'december 3 1853', '1853-12-03'
'sunday 25 march 1764', '1764-03-25'
'january 8 1926', '1926-01-08'
'23 april 1579', '1579-04-23'
'january 24 1761', '1761-01-24'
'26 november 1822', '1822-11-26'
'mon 18 oct 1954', '1954-10-18'
'wednesday 1981 9 09', '1981-09-09'
'20 september 1945', '1945-09-20'
'february 8 1989', '1989-02-08'
'aug 16 1967', '1967-08-16'
'mar 14 1717', '1717-03-14'
'10 october 2041', '2041-10-10'
'1838 6 nov', '1838-11-06'
'1812 6 january', '1812-01-06'
'fri 24 nov 1989', '1989-11-24'
'nov 1 1723', '1723-11-01'
'mon 1960 14 march', '1960-03-14'
'tue 1774 4 october', '1774-10-04'
'15 september 1941', '1941-09-15'
'thu 1701 8 december', '1701-12-08'
'july 23 1688', '1688-07-23'
'nov 18 1543', '1543-11-18'
'2055 21 june', '2055-06-21'
'1747 1 feb', '1747-02-01'
'26 october 1663', '1663-10-26'
'wednesday 1 november 1837', '1837-11-01'
'monday 1943 8 11', '1943-11-08'
'31 august 1797', '1797-08-31'
'1715 8 aug', '1715-08-08'
'jan 3 1942', '1942-01-03'
'2 july 2067', '2067-07-02'
'feb 20 1542', '1542-02-20'
'friday september 1 1656', '1656-09-01'
'11 mar 1884', '1884-03-11'
'wed 26 nov 1783', '1783-11-26'
'24/08/1592', '1592-08-24'
'thursday june 8 1820', '1820-06-08'
'mon 26 jun 1972', '1972-06-26'
'23 november 1779', '1779-11-23'
'may 15 1538', '1538-05-15'
'saturday november 5 1960', '1960-11-05'
'16/12/1988', '1988-12-16'
'7/15/03', '1803-07-15'
'jan 14 1805', '1805-01-14'
'30 oct 1657', '1657-10-30'
'27 november 1579', '1579-11-27'
'june 4 1705', '1705-06-04'
'oct 4 1936', '1936-10-04'
'september 27 1856', '1856-09-27'
'nov 22 1533', '1533-11-22'
'tue 3 dec 1782', '1782-12-03'
'1756 4 september', '1756-09-04'
'january 28 1981', '1981-01-28'
'wednesday april 27 1622', '1622-04-27'
'2 august 1950', '1950-08-02'
'15 april 1525', '1525-04-15'
'fri 1921 18 march', '1921-03-18'
'nov 7 1537', '1537-11-07'
'26 february 1892', '1892-02-26'
'october 4 1599', '1599-10-04'
'jun 10 1648', '1648-06-10'
'tuesday january 31 1634', '1634-01-31'
'friday 1861 21 06', '1861-06-21'
'thursday march 21 1912', '1912-03-21'
'wed 1987 19 august', '1987-08-19'
'1605 5 jan', '1605-01-05'
'tuesday june 8 1943', '1943-06-08'
'thursday 14 february 1918', '1918-02-14'
'1627 8 february', '1627-02-08'
'28 october 2057', '2057-10-28'
'22 june 1908', '1908-06-22'
'may 27 1849', '1849-05-27'
'november 24 1537', '1537-11-24'
'thursday 1614 30 10', '1614-10-30'
'march 29 1816', '1816-03-29'
'aug 6 1683', '1683-08-06'
'july 4 1978', '1978-07-04'
'11/30/16', '2016-11-30'
'tuesday december 22 1671', '1671-12-22'
'june 16 1747', '1747-06-16'
'nov 11 1756', '1756-11-11'
'sat 1941 29 march', '1941-03-29'
'14 february 1892', '1892-02-14'
'dec 15 1603', '1603-12-15'
'september 25 1543', '1543-09-25'
'august 8 1561', '1561-08-08'
'tuesday 16 january 1742', '1742-01-16'
'january 31 1676', '1676-01-31'
'24 january 1986', '1986-01-24'
'january 13 1576', '1576-01-13'
'wednesday 1668 14 03', '1668-03-14'
'29/11/1827', '1827-11-29'
'tuesday 11 december 1528', '1528-12-11'
'june 10 1818', '1818-06-10'
'fri 1625 12 september', '1625-09-12'
'july 16 2007', '2007-07-16'
'october 18 1664', '1664-10-18'
'march 10 2054', '2054-03-10'
'wednesday 1 october 1749', '1749-10-01'
'aug 1 1878', '1878-08-01'
'wednesday november 27 1822', '1822-11-27'
'thursday 1836 11 02', '1836-02-11'
'december 25 1646', '1646-12-25'
'fri 1778 11 december', '1778-12-11'
'wednesday 3 january 1601', '1601-01-03'
'monday november 17 2014', '2014-11-17'
'wednesday 1568 24 07', '1568-07-24'
'29/10/1939', '1939-10-29'
'september 12 1657', '1657-09-12'
'2030 20 february', '2030-02-20'
'24 july 1980', '1980-07-24'
'26 august 1897', '1897-08-26'
'tuesday 1913 9 09', '1913-09-09'
'2058 20 march', '2058-03-20'
'dec 11 1915', '1915-12-11'
'28 june 1722', '1722-06-28'
'thu 17 nov 1532', '1532-11-17'
'wednesday 13 june 1685', '1685-06-13'
